Snake#,Can#,Flight,Jday,date,OpenTime,CloseTime,Julian Open Time,Julian Closing Time,Jopen time Progressive,J close time Progressive,Latitude,Longitude,AltP_feet,AltP_meters,Radaralt_ft,Radaralt_m,SARP Year,Weather,Comments,H2 (ppbv)mult by 1.6,CH4 (ppmv),CO (ppbv),CO2_ppm,OCS (MS),DMS (MS),CFC-12 (C/D),CFC-11 (C/D),CFC-113 (D),CFC-114 (C/MS),H-1211 (C/D),H-1301 (C),H-2402 (D),HFC-152a (MS),HFC-134a (MS),HCFC-22 (MS),HCFC-142b,HCFC-141b (MS),HFC-227ea (MS),HCFC-124 (MS),HFC-365mfc (MS),CHCl3 (C/D),CH3CCl3 (C/MS),CCl4 (C/MS),CH2Cl2 (C/D/MS),C2HCl3 (D/MS),C2Cl4 (C/MS),CH3Cl (MS),CH3Br (C/MS),CH3I (C/D),CH2Br2 (D),CHBrCl2 (D),CHBr2Cl (D),CHBr3 (C/MS),"1,2-DCE (MS)",MeONO2 (C/D),EtONO2 (C/D),i-PrONO2 (D),n-PrONO2 (C),2-BuONO2 (D),3-PeONO2 (D),2-PeONO2 (D),3-Methyl-2-BuONO2 (D),Ethane (E),Ethene (E),Ethyne (E),Propane (E/B),Propene (E),i-Butane (E),n-Butane (E),i-Butene (E),1-Butene (E),trans-2-Butene (MS),cis-2-Butene (MS),i-Pentane (E),n-Pentane (E),1-Pentene,Isoprene (E/B),"1,3-Butadiene (B)",n-Hexane (E),n-Heptane (E),n-Octane (B),n-Nonane (B),n-Decane (B),"2,2-Dimethylbutane (B)","2,3-Dimethylbutane (MS)",2-Methylpentane (MS),3-Methylpentane (MS),2-Methylhexane (B),3-Methylhexane (B),"2,3-Dimethylpentane (B)","2,4-Dimethylpentane (B)",2-Methylheptane (B),3-Methylheptane (B),"2,2,4-Trimethylpentane (B)",Cyclopentane (B),Methylcyclopentane (B),Cyclohexane (B),Methylcylohexane (B),Benzene (E/MS),Toluene (B),Ethylbenzene (MS),m-Xylene (MS),p-Xylene (MS),m/p-Xylene (MS),o-Xylene (MS),Styrene (MS),i-Propylbenzene (MS),n-Propylbenzene (MS),3-Ethyltoluene (MS),4-Ethyltoluene (MS),2-Ethyltoluene (MS),"1,3,5-Trimethylbenzene (MS)","1,2,4-Trimethylbenzene (MS)","1,2,3-Trimethylbenzene (MS)",alpha-Pinene (MS),beta-Pinene (MS),EtCl (MS),Acetaldehyde (MS),Butanal (MS),Acetone (MS),Butanone (MS),Methanol (MS),Ethanol (MS),,,,,,,,,
809,7102,SARP_3,198,7/17/19,22:48:00,22:48:50,43663.9500,43663.9506,43663.9500,43663.9506,33.183,-118.667,6929,,,,2019,,,,,,,621,0.0,509.0,231.5,71.10,16.62,3.557,3.579,0.4019,8.45,111.9,263.5,23.72,25.12,,,1.343,12.12,1.730,78.80,69.34,0.334,1.260,558,6.40,0.148,0.550,0.200,0.409,0.221,17.31,4.798,0.650,0.587,0.104,0.185,0.001,0.001,0.001,432,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,3,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1.37,,34,,21,,,,,,,,,,,
5703,4060,SARP_2,198,7/17/19,16:43:00,16:43:30,43663.6965,43663.6969,43663.6965,43663.6969,32.983,-115.433,7000,,,,2019,,,,,,,608,0.0,511.2,227.7,69.87,16.37,3.410,3.392,0.4021,7.47,109.7,251.1,21.98,25.30,,,1.198,11.02,1.707,77.50,64.75,0.102,1.094,567,6.10,0.030,0.553,0.220,0.412,0.235,17.99,4.981,0.537,0.503,0.113,0.266,0.048,0.065,0.086,398,8,16,21,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,4,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,2.00,,63,,81,,,,,,,,,,,
4917,7271,SARP_3,198,7/17/19,20:58:00,20:58:41,43663.8736,43663.8741,43663.8736,43663.8741,33.350,-118.450,16000,,,,2019,,,,,,,624,0.0,500.8,226.6,69.66,16.52,3.228,3.356,0.4021,7.21,105.9,249.3,22.42,23.87,,,1.208,9.12,1.685,77.3,51.86,0.140,0.817,583,6.04,0.050,0.621,0.236,0.485,0.472,10.79,8.438,0.723,0.533,0.123,0.261,0.044,0.059,0.041,348,6,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,5,3,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1.00,,20,,21,,,,,,,,,,,
2705,6074,SARP_1,197,7/16/19,22:38:00,22:38:31,43662.9431,43662.9434,43662.9431,43662.9434,37.550,-121.017,1137,,,,2019,,,,,,,587,6.9,504.3,229.8,70.29,16.43,3.451,3.458,0.4022,31.77,125.8,262.5,22.87,29.16,,,1.260,14.63,1.836,77.30,73.49,0.627,1.743,530,6.94,0.905,0.594,0.387,0.641,0.501,17.61,6.300,1.464,2.448,0.386,1.819,0.312,0.459,0.780,634,37,63,163,12,23,41,0,0,0,0,46,18,0,13,0,6,7,0,0,0,4,4,14,5,3,4,3,,,,6,0,4,0,0,16,18,0,,,3,0,0,0,0,0,0,0,0,0,,0,0,1.79,,28,,56,,,,,,,,,,,
5704,4176,SARP_2,198,7/17/19,16:46:00,16:46:27,43663.6986,43663.6989,43663.6986,43663.6989,33.183,-115.550,4140,,,,2019,,,,,,,621,0.0,510.7,228.7,70.68,16.27,3.450,3.380,0.396,8.37,109.6,252.2,22.29,25.20,,,1.167,11.51,1.700,78.60,82.97,0.097,1.338,558,6.60,0.062,0.520,0.234,0.351,0.196,19.46,3.601,0.538,0.671,0.134,0.380,0.076,0.094,0.097,418,18,17,42,5,0,5,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,7,4,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1.71,,43,,69,,,,,,,,,,,
4901,6319,SARP_3,198,7/17/19,20:55:00,20:55:25,43663.8715,43663.8718,43663.8715,43663.8718,33.667,-118.317,16000,,,,2019,,,,,,,628,0.0,504.2,227.3,69.16,16.25,3.284,3.354,0.396,6.53,104.6,250.3,22.76,24.43,,,1.162,10.15,1.682,77.30,58.27,0.148,1.007,566,6.18,0.028,0.668,0.229,0.444,0.327,13.91,6.533,0.624,0.530,0.108,0.250,0.001,0.001,0.001,393,17,22,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,6,4,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1.68,,30,,32,,,,,,,,,,,
2308,9192,SARP_1,197,7/16/19,21:02:00,21:02:25,43662.8764,43662.8767,43662.8764,43662.8767,35.800,-119.267,1465,,,,2019,,,,,,,610,3.8,511.1,229.1,70.38,16.27,3.374,3.204,0.396,15.57,143.6,292.3,22.77,25.79,,,1.131,14.96,1.763,77.30,65.23,0.276,1.398,524,7.15,0.520,0.672,0.662,0.754,0.223,16.83,6.084,2.094,3.609,0.708,2.597,0.358,0.574,0.488,568,32,40,257,11,16,26,0,0,0,0,28,14,0,3,0,11,0,0,0,0,10,6,30,5,0,0,0,,,,0,0,4,0,0,10,8,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,2.58,,45,,201,,,,,,,,,,,
4002,6105,SARP_2,198,7/17/19,15:44:00,15:45:03,43663.6556,43663.6563,43663.6556,43663.6563,33.717,-118.250,6000,,,,2019,,,,,,,624,2.3,511.3,229.5,70.79,16.61,3.479,3.548,0.397,21.39,120.0,265.2,23.34,28.10,,,1.408,13.68,1.779,77.20,70.18,0.433,2.037,556,6.51,0.546,0.588,0.434,0.779,0.715,16.77,5.872,1.670,3.659,0.528,4.080,0.671,0.989,0.982,1004,35,49,414,12,57,128,0,4,0,0,52,39,0,3,0,9,5,0,0,0,0,0,18,5,0,3,0,,,,0,4,10,0,0,13,8,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,2.83,,39,,84,,,,,,,,,,,
2315,9185,SARP_1,197,7/16/19,20:21:00,20:21:45,43662.8479,43662.8484,43662.8479,43662.8484,35.100,-117.700,20042,,,,2019,,,,,,,586,0.0,510.4,232.1,70.14,16.16,3.335,3.337,0.397,6.54,106.0,249.2,22.05,23.71,,,1.294,8.08,1.616,77.5,40.54,0.079,0.715,558,6.76,0.031,0.751,0.230,0.533,0.513,7.06,10.754,0.614,0.249,0.049,0.061,0.001,0.001,0.045,294,5,14,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,5,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,,,21,,73,,,,,,,,,,,
5715,6471,SARP_2,198,7/17/19,16:40:00,16:40:32,43663.6944,43663.6948,43663.6944,43663.6948,33.000,-115.533,10000,,,,2019,,,,,,,598,0.0,509.0,228.8,70.36,16.54,3.269,3.433,0.397,9.70,109.8,250.9,22.69,24.91,,,1.169,9.80,1.723,77.30,52.55,0.058,1.231,584,6.31,0.168,0.565,0.256,0.485,0.423,11.05,4.483,1.454,4.493,0.519,3.700,0.343,0.379,0.136,1334,6,22,281,0,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,6,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1.29,,36,,113,,,,,,,,,,,
1417,5163,SARP_2,198,7/17/19,17:52:00,17:53:43,43663.7444,43663.7456,43663.7444,43663.7456,34.900,-118.017,39999,,,,2019,,,,,,,603,0.0,503.0,227.3,69.38,16.18,3.222,3.264,0.397,6.97,106.1,248.4,22.38,23.53,,,1.130,10.98,1.626,77.30,67.57,0.211,0.795,525,5.99,0.041,0.546,0.238,0.516,0.178,13.62,2.459,0.445,0.734,0.088,0.398,0.079,0.085,0.050,523,11,48,68,3,5,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,7,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1.07,,20,,24,,,,,,,,,,,
5524,8196,SARP_1,197,7/16/19,22:12:00,22:12:32,43662.9250,43662.9254,43662.9250,43662.9254,36.417,-119.367,1400,,,,2019,,,,,,,604,6.4,501.1,230.1,70.81,15.95,3.190,3.270,0.397,12.46,117.0,257.0,22.73,25.77,,,1.240,13.14,1.732,77.5,66.71,0.462,1.306,529,6.89,0.709,0.733,0.266,0.424,0.264,16.65,5.636,1.323,2.292,0.415,1.287,0.201,0.256,0.228,480,39,39,168,12,26,18,0,4,0,0,28,10,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,,,,0,0,4,3,0,11,9,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,2.21,,47,,214,,,,,,,,,,,
2704,6176,SARP_1,197,7/16/19,22:32:00,22:32:31,43662.9389,43662.9392,43662.9389,43662.9392,37.283,-120.650,1180,,,,2019,,Wineries?,,,,,597,5.9,508.5,230.0,70.12,16.56,3.452,3.425,0.397,25.44,122.4,262.9,23.21,28.79,,,1.185,15.85,1.821,77.70,70.84,0.769,1.687,526,6.85,1.220,0.572,0.452,0.740,0.455,16.66,6.843,2.188,3.312,0.688,2.309,0.371,0.557,0.793,664,49,53,176,11,14,38,0,0,0,0,42,16,0,33,0,8,5,0,0,0,4,4,11,4,0,3,0,,,,5,4,5,0,0,15,17,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,2.17,,39,,85,,,,,,,,,,,
1401A,6355,SARP_2,198,7/17/19,17:38:00,17:39:23,43663.7347,43663.7357,43663.7347,43663.7357,34.733,-117.700,27400,,,,2019,,,,,,,627,0.0,502.6,227.3,68.75,15.97,3.392,3.277,0.397,8.50,109.9,262.3,22.45,25.22,,,1.574,18.63,1.718,77.4,99.51,0.603,2.255,600,6.22,0.160,0.551,0.364,0.573,0.437,36.39,3.448,1.222,2.250,0.272,1.689,0.215,0.182,0.118,781,6,86,109,0,7,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,19,4,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,2.54,,32,,49,,,,,,,,,,,
1011,4267,SARP_1,197,7/16/19,19:49:00,19:49:41,43662.8257,43662.8262,43662.8257,43662.8262,35.683,-117.383,20302,,,,2019,,,,,,,617,0.0,512.3,233.9,72.01,16.64,3.629,3.628,0.397,6.65,109.8,253.8,22.61,24.34,,,1.555,11.25,1.705,79.50,65.04,0.200,1.147,600,6.86,0.037,0.586,0.249,0.425,0.234,17.01,5.231,0.638,0.499,0.078,0.162,0.001,0.001,0.041,413,6,30,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,5,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1.51,,30,,37,,,,,,,,,,,
1416,7057,SARP_2,198,7/17/19,17:47:00,17:48:21,43663.7410,43663.7419,43663.7410,43663.7419,34.933,-117.667,36348,,,,2019,,,,,,,600,0.0,498.5,227.3,68.84,15.97,3.231,3.304,0.397,8.57,104.9,251.9,21.95,23.51,,,1.241,19.10,1.636,77.30,117.72,0.295,1.490,582,6.32,0.065,0.549,0.227,0.333,0.174,31.40,3.140,0.764,1.556,0.124,0.984,0.137,0.122,0.034,668,10,89,136,3,14,27,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,17,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,3.05,,23,,36,,,,,,,,,,,
2707,6238,SARP_1,197,7/16/19,22:50:00,22:50:53,43662.9514,43662.9520,43662.9514,43662.9520,37.583,-121.067,17389,,,,2019,,,,,,,623,1.2,506.7,228.5,70.17,16.35,3.187,3.405,0.398,9.05,106.6,244.7,21.76,25.15,,,1.372,13.53,1.745,77.5,76.34,0.175,1.446,534,8.44,0.308,0.897,0.272,0.437,0.282,22.99,4.277,0.828,1.331,0.167,0.827,0.174,0.137,0.102,515,24,33,41,26,0,8,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,16,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,4.94,,147,,356,,,,,,,,,,,
2710,4149,SARP_1,197,7/16/19,22:52:00,22:52:40,43662.9528,43662.9532,43662.9528,43662.9532,37.750,-121.250,19359,,,,2019,,,,,,,609,0.0,510.9,229.6,70.91,16.51,3.405,3.409,0.398,10.00,111.0,255.0,23.00,26.00,,,1.333,10.35,1.716,77.30,66.48,0.148,1.125,,6.26,0.334,0.548,0.214,0.460,0.363,37.67,4.787,0.513,0.401,0.086,0.138,0.037,0.067,0.064,332,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,6,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,,,22,,30,,,,,,,,,,,
1007,7195,SARP_1,197,7/16/19,19:55:20,19:56:09,43662.8301,43662.8307,43662.8301,43662.8307,35.100,-117.850,26400,,,,2019,,,,,,,567,0.0,506.3,231.3,70.94,15.98,3.560,3.519,0.398,6.64,105.7,250.3,21.77,24.27,,,1.198,10.38,1.665,77.60,56.29,0.268,0.966,556,6.57,0.036,0.586,0.237,0.483,0.299,11.99,7.787,0.590,0.411,0.062,0.063,0.001,0.001,0.039,404,5,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,4,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1.15,,55,,21,,,,,,,,,,,
1202,6385,SARP_1,197,7/16/19,23:09:30,23:10:58,43662.9649,43662.9659,43662.9649,43662.9659,37.050,-120.050,38000,,,,2019,,,,,,,616,0.0,508.5,227.4,70.01,16.41,3.385,3.380,0.398,8.83,106.9,257.6,22.57,23.56,,,1.342,13.72,1.631,77.5,83.00,0.246,1.367,602,7.07,0.106,0.499,0.274,0.328,0.255,24.75,3.240,0.741,1.648,0.181,1.011,0.138,0.198,0.064,600,13,55,81,3,4,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,13,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,3.00,,56,,42,,,,,,,,,,,
1214,7145,SARP_1,197,7/16/19,23:21:30,23:22:20,43662.9733,43662.9738,43662.9733,43662.9738,35.733,-119.200,26965,,,,2019,,,,,,,649,0.0,509.9,229.8,70.87,16.80,3.339,3.477,0.398,7.23,110.7,268.5,24.20,24.75,,,1.506,12.84,1.692,77.80,75.63,0.099,1.426,641,6.58,0.046,0.517,0.301,0.466,0.283,20.39,3.052,0.499,0.627,0.083,0.331,0.001,0.001,0.045,449,4,39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,6,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1.37,,12,,7,,,,,,,,,,,
1217,5139,SARP_1,197,7/16/19,23:07:20,23:08:40,43662.9634,43662.9644,43662.9634,43662.9644,37.267,-120.317,36000,,,,2019,,,,,,,641,0.0,507.2,227.2,69.34,16.51,3.318,3.326,0.398,8.71,108.5,269.5,23.46,26.30,,,1.429,20.92,1.704,77.4,104.60,0.431,2.025,612,6.85,0.145,0.494,0.301,0.469,0.324,35.48,3.544,1.055,2.271,0.264,1.495,0.184,0.224,0.126,663,11,87,120,3,11,20,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,21,4,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,3.02,,25,,23,,,,,,,,,,,
4001,9362,SARP_2,198,7/17/19,15:39:00,15:39:19,43663.6521,43663.6523,43663.6521,43663.6523,34.083,-118.233,10900,,,,2019,,,,,,,625,0.0,504.4,229.0,70.37,16.59,3.425,3.449,0.398,9.36,112.7,268.3,23.19,25.85,,,1.313,13.13,1.726,77.50,79.84,0.216,1.478,588,13.18,0.082,0.579,0.242,0.628,0.777,26.53,4.495,0.935,1.212,0.206,0.585,0.001,0.001,0.001,601,5,41,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,14,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,2.13,,44,,60,,,,,,,,,,,
4008,9373,SARP_2,198,7/17/19,16:18:00,16:18:54,43663.6792,43663.6798,43663.6792,43663.6798,33.667,-117.133,3400,,,,2019,,,,,,,613,0.0,514.6,228.9,69.92,16.13,3.415,3.487,0.398,11.41,110.3,254.0,22.65,25.62,,,1.196,10.25,1.626,77.4,60.93,0.211,1.276,538,6.23,0.223,0.547,0.235,0.427,0.335,13.77,3.879,0.712,0.858,0.188,0.591,0.107,0.109,0.188,405,12,24,61,3,4,9,0,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,8,6,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1.34,,34,,79,,,,,,,,,,,
2822,9259,SARP_2,198,7/17/19,17:23:30,17:24:04,43663.7247,43663.7250,43663.7247,43663.7250,34.050,-117.383,3500,,,,2019,,,,,,,611,0.0,503.7,229.2,70.15,16.48,3.204,3.349,0.398,9.76,113.2,254.2,22.12,24.22,,,2.119,10.88,1.661,77.4,50.27,0.093,1.179,549,5.97,0.201,0.545,0.352,0.600,0.374,12.15,3.236,0.641,1.051,0.180,0.946,0.122,0.288,0.210,399,15,22,80,3,6,34,0,0,0,0,10,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,6,9,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,,,16,,97,,,,,,,,,,,
1017,8082,SARP_1,197,7/16/19,19:22:00,19:22:46,43662.8069,43662.8075,43662.8069,43662.8075,35.350,-117.750,3695,,,,2019,,,,,,,661,1.6,509.3,232.4,71.86,17.42,3.473,3.451,0.398,16.56,119.5,278.0,24.41,29.06,,,1.327,12.09,1.720,77.80,66.01,0.457,1.548,614,6.64,0.448,0.709,0.460,0.416,0.236,17.62,4.988,1.222,2.106,0.377,1.463,0.303,0.381,0.500,580,29,42,175,10,20,37,0,5,0,0,27,16,4,6,0,7,17,3,3,0,0,0,4,0,0,0,0,,,,0,0,4,3,0,11,10,0,,,3,0,0,0,0,0,0,0,0,0,,0,0,3.91,,111,,139,,,,,,,,,,,
1010,4229,SARP_1,197,7/16/19,19:58:00,19:58:43,43662.8319,43662.8324,43662.8319,43662.8324,34.917,-117.867,29000,,,,2019,,,,,,,601,0.0,507.3,232.0,71.28,16.31,3.342,3.532,0.399,6.72,107.4,247.7,23.25,25.19,,,1.390,8.63,1.670,77.60,44.89,0.188,0.787,575,6.00,0.084,0.611,0.242,0.553,0.541,7.41,12.580,0.831,0.353,0.064,0.042,0.001,0.001,0.031,287,5,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,5,3,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0.85,,20,,25,,,,,,,,,,,
1206,6241,SARP_1,197,7/16/19,23:37:00,23:37:47,43662.9840,43662.9846,43662.9840,43662.9846,34.717,-117.983,3664,,,,2019,,,,,,,622,2.9,515.9,233.3,71.02,16.38,3.959,4.008,0.399,118.45,210.3,341.8,24.04,34.17,,,1.388,23.41,1.982,79.20,89.83,1.393,8.423,575,7.47,0.942,0.662,1.507,2.870,1.146,17.08,8.107,3.626,12.284,1.515,12.905,2.153,3.211,4.283,2175,96,238,958,17,148,245,0,0,0,0,215,86,0,20,0,33,10,0,0,0,14,9,43,24,10,13,12,,,,28,7,18,6,4,50,61,9,,,8,5,0,0,0,0,0,0,0,0,,0,0,3.07,,38,,149,,,,,,,,,,,
1018,8253,SARP_1,197,7/16/19,19:28:00,19:28:35,43662.8111,43662.8115,43662.8111,43662.8115,35.700,-117.400,3625,,,,2019,,,,,,,636,1.4,508.5,234.5,72.17,16.79,3.594,3.576,0.399,18.58,123.9,277.0,24.22,27.98,,,1.168,13.33,1.782,79.80,61.05,0.378,1.592,594,6.42,0.571,0.535,0.315,0.453,0.234,15.93,5.669,1.434,2.868,0.461,1.885,0.359,0.521,0.696,636,33,62,228,11,24,37,0,0,0,0,32,16,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,,,,3,0,4,0,0,12,9,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,2.17,,51,,80,,,,,,,,,,,
415,6312,SARP_1,197,7/16/19,21:18:30,21:19:00,43662.8878,43662.8882,43662.8878,43662.8882,36.750,-119.683,655,,,,2019,,,,,,,588,3.2,505.1,231.9,70.78,16.06,3.534,3.458,0.399,32.88,158.0,281.6,22.39,25.67,,,1.209,15.63,1.909,78.90,71.65,0.245,1.799,520,6.53,0.353,0.546,0.298,0.451,0.537,16.12,4.649,1.253,2.333,0.372,1.616,0.376,0.551,0.919,666,85,85,341,23,79,95,0,3,0,0,212,65,0,65,0,25,9,3,0,3,7,13,35,26,12,13,10,,,,12,8,23,11,5,21,51,7,,,17,9,0,0,0,0,0,0,0,0,,5,0,2.07,,45,,73,,,,,,,,,,,
4923,7317,SARP_3,198,7/17/19,21:39:00,21:39:20,43663.9021,43663.9023,43663.9021,43663.9023,31.367,-121.083,429,,,,2019,,,,,,,578,23.5,508.3,230.2,70.81,16.55,3.243,3.302,0.399,9.11,111.8,258.5,23.97,26.07,,,1.480,15.01,1.737,77.80,66.90,0.278,1.318,522,6.17,1.197,0.693,0.251,0.525,0.867,18.48,8.797,1.448,1.174,0.199,0.429,0.001,0.001,0.001,586,10,31,22,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,10,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,2.25,,30,,51,,,,,,,,,,,
808,8247,SARP_3,198,7/17/19,22:44:00,22:44:50,43663.9472,43663.9478,43663.9472,43663.9478,32.967,-118.933,6929,,,,2019,,,,,,,605,0.0,507.5,231.6,70.97,16.26,3.535,3.631,0.399,7.72,105.3,247.2,21.98,23.91,,,1.336,10.74,1.743,78.90,62.45,0.090,1.083,532,6.06,0.067,0.548,0.199,0.383,0.159,14.29,4.022,0.336,0.315,0.043,0.099,0.001,0.001,0.041,356,5,16,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,5,3,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1.43,,31,,44,,,,,,,,,,,
1413,7202,SARP_2,198,7/17/19,18:08:00,18:08:28,43663.7556,43663.7559,43663.7556,43663.7559,34.933,-117.900,8100,,,,2019,,,,,,,561,0.0,500.1,228.5,69.44,15.91,3.306,3.385,0.399,9.03,110.4,247.4,22.51,24.17,,,1.400,13.85,1.695,77.5,70.29,0.133,1.628,501,6.00,0.098,0.534,0.240,0.362,0.279,24.33,4.917,1.034,1.288,0.187,0.593,0.112,0.073,0.083,658,5,39,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,9,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1.64,,38,,51,,,,,,,,,,,
1414,7178,SARP_2,198,7/17/19,18:02:00,18:02:34,43663.7514,43663.7518,43663.7514,43663.7518,35.050,-117.867,19000,,,,2019,,,,,,,601,0.0,503.6,227.0,69.38,16.46,3.471,3.427,0.399,7.44,108.7,253.1,22.43,25.20,,,1.293,14.07,1.711,77.3,79.42,0.218,1.565,582,6.57,0.080,0.511,0.278,0.391,0.302,26.90,3.973,0.789,1.206,0.164,0.752,0.089,0.061,0.069,593,3,47,55,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,7,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1.43,,26,,66,,,,,,,,,,,
5315,7119,SARP_3,198,7/17/19,23:06:00,23:06:48,43663.9625,43663.9631,43663.9625,43663.9631,33.800,-118.133,158,,,,2019,,over runway missed approach at Long Beach,,,,,658,19.1,508.1,228.0,69.78,16.07,3.333,3.409,0.399,30.85,120.3,253.8,22.22,24.69,,,1.196,15.62,2.116,77.4,81.27,2.651,1.611,502,6.59,1.678,0.859,0.550,1.314,0.338,15.02,7.767,2.320,4.619,0.676,9.373,1.982,3.127,1.583,820,96,127,692,31,148,442,0,4,0,0,236,193,0,25,0,54,15,4,5,0,9,19,50,28,9,12,14,,,,22,12,25,12,7,24,36,8,,,19,6,0,0,0,0,0,0,0,4,,0,0,1.77,,27,,68,,,,,,,,,,,
5313,7228,SARP_3,198,7/17/19,23:20:00,23:20:51,43663.9722,43663.9728,43663.9722,43663.9728,33.983,-117.600,3990,,,,2019,,,,,,,663,2.9,502.6,228.0,70.61,16.10,3.611,3.293,0.399,99.78,190.2,289.7,22.27,38.12,,,1.304,22.21,2.223,77.4,95.15,2.609,6.499,518,6.34,1.232,0.708,1.766,3.138,0.635,15.48,6.669,2.849,9.186,1.301,7.500,2.759,4.285,3.116,1169,66,160,739,8,96,127,0,0,0,0,130,119,0,0,0,11,4,0,0,0,9,5,20,8,5,6,5,,,,14,4,9,4,0,33,37,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,2.48,,32,,110,,,,,,,,,,,
